7271011833334695575,4011166369626410629
6797871240844365415,4248251708013142327
1603845676908946290,2250724546826474243
649022379454191587,250904488708450143
8307476929061368928,727162485112576631
415198592755583881,7667373675006334959
2771994004360431711,5483674714594473347
855847949486139480,3008121512342837315
4368396216489575511,5188512289756586802
5241222524765324079,8223568152840195852
2689133334725908824,708952919504950133
2065653206472406604,8138964404976970709
7473157485898372762,6656099029174498005
8857339501000089937,1793214557992163740
1819531928126963687,9147170965619016336
7798654909692515255,1495392454509298747
