7271011833334695575,4362378897513862152
6797871240844365415,7051506214262072671
1603845676908946290,6815526474735543184
649022379454191587,1558837914984273399
8307476929061368928,258742133322954
415198592755583881,5463541881513271383
2771994004360431711,202027237708039439
855847949486139480,8928866794231044246
4368396216489575511,4063436823556841862
5241222524765324079,7152232143338704799
2689133334725908824,4870178839709804939
2065653206472406604,2608462444262887578
7473157485898372762,345852154368608368
8857339501000089937,67999200588242855
1819531928126963687,8757077870530197789
7798654909692515255,5087593860431801494
7798654909692515255,8201334620448441838
